
[-1, 100, 17, 1, 0, 
[-1, 100, 18, 1, 0, 
[-1, 100, 19, 1, 0, 
[-1, 100, 20, 1, 0, 
[-1, 100, 21, 1, 0, 
[-1, 100, 22, 1, 0, 
[-1, 100, 23, 1, 0, 
[-1, 100, 24, 1, 0, 

[-1, 100, 17, 2, 0, 
[-1, 100, 18, 2, 0, 
[-1, 100, 19, 2, 0, 
[-1, 100, 20, 2, 0, 
[-1, 100, 21, 2, 0, 
[-1, 100, 22, 2, 0, 
[-1, 100, 23, 2, 0, 
[-1, 100, 24, 2, 0, 

[-1, 100, 17, 3, 0, 
[-1, 100, 18, 3, 0, 
[-1, 100, 19, 3, 0, 
[-1, 100, 20, 3, 0, 
[-1, 100, 21, 3, 0, 
[-1, 100, 22, 3, 0, 
[-1, 100, 23, 3, 0, 
[-1, 100, 24, 3, 0, 

[-1, 100, 17, 4, 0, 
[-1, 100, 18, 4, 0, 
[-1, 100, 19, 4, 0, 
[-1, 100, 20, 4, 0, 
[-1, 100, 21, 4, 0, 
[-1, 100, 22, 4, 0, 
[-1, 100, 23, 4, 0, 
[-1, 100, 24, 4, 0, 

[-1, 100, 17, 5, 0, 
[-1, 100, 18, 5, 0, 
[-1, 100, 19, 5, 0, 
[-1, 100, 20, 5, 0, 
[-1, 100, 21, 5, 0, 
[-1, 100, 22, 5, 0, 
[-1, 100, 23, 5, 0, 
[-1, 100, 24, 5, 0, 

[-1, 100, 17, 6, 0, 
[-1, 100, 18, 6, 0, 
[-1, 100, 19, 6, 0, 
[-1, 100, 20, 6, 0, 
[-1, 100, 21, 6, 0, 
[-1, 100, 22, 6, 0, 
[-1, 100, 23, 6, 0, 
[-1, 100, 24, 6, 0, 

[-1, 100, 17, 7, 0, 
[-1, 100, 18, 7, 0, 
[-1, 100, 19, 7, 0, 
[-1, 100, 20, 7, 0, 
[-1, 100, 21, 7, 0, 
[-1, 100, 22, 7, 0, 
[-1, 100, 23, 7, 0, 
[-1, 100, 24, 7, 0, 

[-1, 100, 17, 8, 0, 
[-1, 100, 18, 8, 0, 
[-1, 100, 19, 8, 0, 
[-1, 100, 20, 8, 0, 
[-1, 100, 21, 8, 0, 
[-1, 100, 22, 8, 0, 
[-1, 100, 23, 8, 0, 
[-1, 100, 24, 8, 0, 

[-1, 100, 17, 9, 0, 
[-1, 100, 18, 9, 0, 
[-1, 100, 19, 9, 0, 
[-1, 100, 20, 9, 0, 
[-1, 100, 21, 9, 0, 
[-1, 100, 22, 9, 0, 
[-1, 100, 23, 9, 0, 
[-1, 100, 24, 9, 0, 

[-1, 100, 17, 10, 0,
[-1, 100, 18, 10, 0,
[-1, 100, 19, 10, 0,
[-1, 100, 20, 10, 0,
[-1, 100, 21, 10, 0,
[-1, 100, 22, 10, 0,
[-1, 100, 23, 10, 0,
[-1, 100, 24, 10, 0,

[-1, 100, 17, 11, 0,
[-1, 100, 18, 11, 0,
[-1, 100, 19, 11, 0,
[-1, 100, 20, 11, 0,
[-1, 100, 21, 11, 0,
[-1, 100, 22, 11, 0,
[-1, 100, 23, 11, 0,
[-1, 100, 24, 11, 0,

[-1, 100, 17, 12, 0,
[-1, 100, 18, 12, 0,
